"Row.names"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"Class"	"Cluster_name"	"Gene"	"n"
"510"	"sp58"	562.063134875351	-4.91720493960248	0.658166967515311	-7.47106005359968	7.95513366213881e-14	1.37888983477073e-12	"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_9_HM367610"	31
"298"	"sp2756"	202.895731815007	-4.91821636804502	0.760261728843708	-6.46910949407542	9.85821454289182e-11	8.3128728037358e-10	"Quinolone"	"qnrVC1_1_clust"	"qnrVC1_1_EU436855"	29
"54"	"sp1423"	141.394854716743	-4.92958496484299	0.564440789512291	-8.73357322227267	2.46750855227121e-18	9.85617589695682e-17	"Betalactam"	"blaVEB-1_1_clust"	"blaVEB-2_1_AY027870"	28
"269"	"sp2585"	229.248294340806	-4.93915992816678	0.673592558490004	-7.33256308418685	2.25792126180273e-13	3.64381776042647e-12	"Lincosamide"	"lsa(E)_1"	"lsa(E)_1_JX560992"	30
"248"	"sp2508"	75.7838902079736	-4.95968827979588	0.754733931489241	-6.57143938130544	4.98311732804999e-11	4.48480559524499e-10	"Lincosamide"	"lnu(B)_1_clust"	"lnu(B)_1_AJ238249"	25
"518"	"sp66"	237.859842327312	-4.97495204508587	0.648124142749683	-7.67592459058772	1.64229723381215e-14	3.27061746988973e-13	"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_17_JTTZ01000034"	30
"58"	"sp1427"	96.7625061373329	-4.99484066913949	0.57208972714144	-8.73086935872316	2.52722458896329e-18	9.85617589695682e-17	"Betalactam"	"blaVEB-1_1_clust"	"blaVEB-6_1_EU259884"	28
"35"	"sp135"	115.595478895952	-5.01622497425092	0.835894524671646	-6.00102623739685	1.96074301055234e-09	1.44508303769842e-08	"Aminoglycoside"	"aac(6')-Im_1"	"aac(6')-Im_1_AF337947"	22
"59"	"sp1428"	95.8468563178136	-5.04687380166419	0.582928386231389	-8.65779385747886	4.80982350887309e-18	1.66740548307601e-16	"Betalactam"	"blaVEB-1_1_clust"	"blaVEB-7_1_FJ825622"	28
"194"	"sp2209"	52.1433708254444	-5.08464500784345	0.785026405107888	-6.477036918452	9.354131215084e-11	7.95951528847147e-10	"Betalactam"	"blaCARB-4_1"	"blaCARB-4_1_FJ785525"	23
"279"	"sp2643"	1770.94728378419	-5.0891384736464	0.657902798782826	-7.73539568924425	1.03081988526152e-14	2.14410536134397e-13	"Phenicol"	"cmlA1_1_clust"	"cmlA1_1_M64556"	33
"434"	"sp3068"	131.178611359132	-5.12491257724429	0.670499815068496	-7.64342131357747	2.1152441687917e-14	3.95973708397807e-13	"Trimethoprim"	"dfrA15_4_clust"	"dfrA15_2_AF221900"	28
"355"	"sp2843"	147.340578992602	-5.13639390505502	0.834493069644755	-6.15510672514224	7.50269535321668e-10	5.7093681712283e-09	"Sulphonamide"	"sul3_2"	"sul3_2_AJ459418"	25
"191"	"sp2206"	138.386630102697	-5.14013855205514	0.747314249665534	-6.87814872305144	6.06353511364748e-12	6.7565105552072e-11	"Betalactam"	"blaCARB-1_1"	"blaCARB-1_1_AF313471"	27
"196"	"sp2216"	118.703378672988	-5.18060864891679	0.761684688102537	-6.80151344754272	1.03525733421409e-11	1.1137940974993e-10	"Betalactam"	"blaCARB-50_1_clust"	"blaCARB-11_1_AY008290"	27
"57"	"sp1426"	91.9828255157127	-5.18647153564446	0.61699457091589	-8.40602459101944	4.24142249532763e-17	1.16763866341961e-15	"Betalactam"	"blaVEB-1_1_clust"	"blaVEB-5_1_EF420108"	27
"286"	"sp2655"	543.563440531007	-5.21073231279098	0.630364341772452	-8.26622314666388	1.38269634068708e-16	3.5950104857864e-15	"Phenicol"	"catQ_1"	"catQ_1_M55620"	31
"51"	"sp1420"	201.350930672598	-5.26994066117675	0.588912796328221	-8.94859254890368	3.60043509090873e-19	2.10625452818161e-17	"Betalactam"	"blaVEB-1_1_clust"	"blaVEB-1_1_HM370393"	29
"134"	"sp197"	136.637797557763	-5.44524912188107	0.829486107837084	-6.56460556775298	5.21707727266611e-11	4.57398139602564e-10	"Aminoglycoside"	"aph(2'')-Id_1_clust"	"aph(2'')-Id_1_AF016483"	24
"515"	"sp59"	501.228612002648	-5.45702925783206	0.645698573450951	-8.45135715364344	2.87935961263013e-17	8.50149642989026e-16	"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_10_HM367617"	31
"67"	"sp1450"	425.788266564011	-5.50106596374887	0.717308965121404	-7.66903277560155	1.73298154523947e-14	3.37931401321696e-13	"Betalactam"	"blaAER-1_1"	"blaAER-1_1_U14748"	31
"52"	"sp1421"	226.171413131606	-5.57278349738677	0.548387849574439	-10.1621206627962	2.92640881722264e-24	3.04346516991155e-22	"Betalactam"	"blaVEB-1_1_clust"	"blaVEB-1_3_DQ393569"	31
"437"	"sp3075"	115.942494431189	-5.58097173739772	0.884543640041879	-6.30943628415381	2.80053629544158e-10	2.27939301959419e-09	"Trimethoprim"	"dfrA21_1_clust"	"dfrA22_4_AJ628423"	26
"559"	"sp979"	2325.61981077293	-5.69294599730745	0.746435900556793	-7.62683841045276	2.40580837501055e-14	4.41536595884289e-13	"Betalactam"	"blaOXA-5_1_clust"	"blaOXA-129_1_FJWZ01000025"	33
"498"	"sp55"	800.525748662165	-5.82798369397342	0.688599721662548	-8.46352897137745	2.59405933199943e-17	8.09346511583822e-16	"Aminoglycoside"	"ant(2'')-Ia_2_clust"	"ant(2'')-Ia_6_AJ871915"	29
"192"	"sp2207"	163.234748426043	-6.00151334521341	0.783171370110371	-7.66309083076879	1.81510877598519e-14	3.46722819249416e-13	"Betalactam"	"blaCARB-50_1_clust"	"blaCARB-2_1_M69058"	26
"78"	"sp154"	577.055688313423	-6.01592170662136	0.713058902740823	-8.43678086550443	3.2619721817653e-17	9.25213927918885e-16	"Aminoglycoside"	"aac(6')-IIc_1"	"aac(6')-IIc_1_NC_012555"	27
"301"	"sp2759"	277.294199220068	-6.65444621677421	0.750000588535808	-8.87258799325129	7.14653360367733e-19	3.34457772652099e-17	"Quinolone"	"qnrVC4_1_clust"	"qnrVC5_1_JN408080"	27
"300"	"sp2758"	574.610369323845	-6.8330830243941	0.685125542298745	-9.97347581213747	1.99135328985183e-23	1.65171511165196e-21	"Quinolone"	"qnrVC4_1_clust"	"qnrVC4_1_GQ891757"	29
"253"	"sp2513"	364.114224631976	-6.8730137002985	0.689551258902264	-9.96737169509349	2.11758347647687e-23	1.65171511165196e-21	"Lincosamide"	"lnu(F)_1_clust"	"lnu(F)_3_AJ561197"	27
